Date,ESM6C_1800,ESM6C_1805,ESM6C_1810,ESM6C_1815,ESM6C_1820,ESM6C_1825,ESM6C_1830,ESM6C_1835,ESM6C_1840,ESM6C_1845,ESM6C_1850,ESM6C_1855,ESM6C_1860,ESM6C_1865,ESM6C_1870,ESM6C_1875,ESM6C_1880,ESM6C_1885,ESM6C_1890,ESM6C_1895,ESM6C_1900,ESM6C_1905,ESM6C_1910,ESM6C_1915,ESM6C_1920,ESM6C_1925,ESM6C_1930,ESM6C_1935,ESM6C_1940,ESM6C_1945,ESM6C_1950,ESM6C_1955,ESM6C_1960,ESM6C_1965,ESM6C_1970,ESM6C_1975,ESM6C_1980,ESM6C_1985,ESM6C_1990,ESM6C_1995,ESM6C_2000,ESM6C_2005,ESM6C_2010,ESM6C_2015,ESM6C_2020,ESM6C_2025,ESM6C_2030,ESM6C_2035,ESM6C_2040,ESM6C_2045,ESM6C_2050,ESM6C_2055,ESM6C_2060,ESM6C_2065,ESM6C_2070,ESM6C_2075,ESM6C_2080,ESM6C_2085,ESM6C_2090,ESM6C_2095,ESM6C_2100,ESM6C_2105,ESM6C_2110,ESM6C_2115,ESM6C_2120,ESM6C_2125,ESM6C_2130,ESM6C_2135,ESM6C_2140,ESM6C_2145,ESM6C_2150,ESM6C_2155,ESM6C_2160,ESM6C_2165,ESM6C_2170,ESM6C_2175,ESM6C_2180,ESM6C_2185,ESM6C_2190,ESM6C_2195,ESM6C_2200,ESM6C_2205,ESM6C_2210,ESM6C_2215,ESM6C_2220,ESM6C_2225,ESM6C_2230,ESM6C_2235,ESM6C_2240,ESM6C_2245,ESM6C_2250,ESM6C_2255,ESM6C_2260,ESM6C_2265,ESM6C_2270,ESM6C_2275,ESM6C_2280,ESM6C_2285,ESM6C_2290,ESM6C_2295,ESM6C_2300,ESM6C_2305,ESM6C_2310,ESM6C_2315,ESM6C_2320,ESM6C_2325,ESM6C_2330,ESM6C_2335,ESM6C_2340
2015-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7653563996428376e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-22,0.20643823887083254,,0.20490261384264222,,0.2032803933282192,0.20264222602537768,0.2015736756444795,,0.20018330983100124,,0.19869845661121383,,0.19712135721493756,,0.19583321797216258,0.19496318723958175,0.1940712309207255,,0.19258979564488235,,0.19101152364519533,,0.18933797848916542,,0.1879223017754359,0.18717591218687482,0.18640407529274755,,0.18478468702886008,,0.18306517515131945,,0.18158043779908895,,0.1799889833622614,0.1793177056520977,0.17861819766260528,,0.17713494460631693,,0.17553986927307907,,0.17383319612761872,,0.1723291480171363,0.17137653839930522,0.1707076954565753,,0.16896842518409114,,0.16711043142957258,,0.1654381742762241,,0.16364070885279391,0.16269446865651993,0.16171618276506647,,0.16026620997883115,,0.1580778580873293,,0.15635499924924828,,0.15479111435256215,0.15410524500674447,0.15308183773555611,,0.15152455159026398,,0.14981459798727717,,0.14855371149240562,,0.14683033283757893,0.14605956219673924,0.1452473030789192,,0.14380424600024713,,0.14218973965252285,,0.14071144900065738,,0.13905183119833486,0.13815094943879327,0.13752503755311166,,0.1361344611850932,,0.13455000527531802,,0.13310069578900513,,0.13144407273273337,0.13070985910482605,0.1299218702769085,,0.1285429889048405,,0.12694128461433796,,0.12587523054820407,,0.12459361305413737,0.12366137441084607,,,
2015-06-23,0.20467011110619543,,0.20320930430236916,,0.20165908453119302,0.20105821792765166,0.20043206676487965,,0.1987026615870913,,0.19728636661011723,,0.19577541766320045,,0.19417196722344182,0.19333613811354847,0.19247784611610194,,0.19106531823094128,,0.18955366835002807,,0.18794468752313157,,0.18659417921342775,0.18552777688709787,0.18478972751459963,,0.18323637992312722,,0.1819212831116386,,0.1801606702920722,,0.1786317900862874,0.17799200019204625,0.17699531793888365,,0.17557648183001062,,0.17404410762615696,,0.17239862764965422,,0.170955488633761,0.17003232515196037,0.16908073495416123,,0.16740220267300832,,0.1659120658930288,,0.16399052393040287,,0.1622510478693344,0.16133346534300028,0.16038364504826425,,0.1586883041483138,,0.1571594697646837,,0.1551907411867834,,0.15338127884405792,0.15272271367893842,0.15172656903968768,,0.14992197204210173,,0.14826454937417843,,0.14675173521406712,,0.14507757034427618,0.1443308069860781,0.14354231946344123,,0.14183678760803478,,0.14026486485361186,,0.13882721743214704,,0.13720696423637072,0.13632530640580612,0.13571755438412494,,0.13403371419445587,,0.1324774100610334,,0.1310534527338918,,0.12941982146386177,0.12869589668817652,0.12791753625801364,,0.12655539787905964,,0.1249674191463054,,0.12391143396604672,,0.12223419661621901,0.12170595926927377,,,
2015-06-24,0.2033895375910832,,0.20218878211075234,,0.20088587096508517,0.19979106265394594,0.19908145806755992,,0.1979853816682869,,0.19639275977565995,,0.194707950957738,,0.19293260659523215,0.19238488945555043,0.1918092193854344,,0.19021069111487623,,0.1885149442145701,,0.1870777130675575,,0.18553585441167228,0.18472613686723027,0.18389075301833893,,0.18248406820160007,,0.18096762149548293,,0.1793424608295516,,0.17793816713573732,0.17686580446199401,0.1764192487088393,,0.1744639505742778,,0.17303937451207416,,0.17149489492278464,,0.16983045197197666,0.16910960715877676,0.1683574361199087,,0.1667588457236653,,0.1650337916076534,,0.16348754401957283,,0.16180882416044318,0.16107170836206183,0.16030024235682114,,0.15865319660584556,,0.15716864759269167,,0.15553948488299085,,0.1537623309892373,0.15296895935658505,0.1521372297902586,,0.15035632365413154,,0.14902750696496928,,0.14722924934421666,,0.14557063493979921,0.14467655976099955,0.14405122695653852,,0.14235547457515346,,0.14079461359260806,,0.13937064394333284,,0.13775805128285015,0.13704345245016814,0.13628014344411124,,0.13494192717167175,,0.13305497059342955,,0.13164827596613907,,0.13039007539876854,0.12949710827984318,0.1289177944759491,,0.12759860164592643,,0.12604990314818582,,0.12466052230670165,,,,,,
2015-06-25,0.20385718214947154,,0.20217340496163946,,0.20081128218278765,0.20009325603453657,0.1993510227420591,,0.19779510773866793,,0.1965324802688156,,0.1947852035815946,,0.19332264566040755,0.19273954603590437,0.1921288197145511,,0.19046261514744905,,0.18905788317174374,,0.18719475642328676,,0.18593395080984906,0.18508847134015388,0.18421745123366873,,0.18273878525621373,,0.18115081386409793,,0.17945435911648971,,0.1783064957499575,0.17752373158820361,0.1767124417498898,,0.1750043628032375,,0.17350126118388123,,0.17187828029010574,,0.17044926603818678,0.1693747113437654,0.16858290883924246,,0.16690458420696197,,0.16509890166113458,,0.16347134105039504,,0.16170999361267865,0.16062554716845093,0.1598124959534039,,0.15777572603492832,,0.15590043399927642,,0.15418207089803848,,0.15231174004202575,0.15177658411492664,0.15089669757227317,,0.1493232629282631,,0.14789523931907214,,0.14630136237410696,,0.14453516243909123,0.14358499266789954,0.142904962042877,,0.1414114477534223,,0.13973285199665197,,0.1381873507161174,,0.1367783221956869,0.13600027061005057,0.13517115568205348,,0.13369916029828272,,0.13201502747618454,,0.1304650184990696,,0.12943035687322035,0.12845896612878843,0.12780577622872014,,0.12672259773681732,,0.12501170110400778,,,,,,,,
2015-06-26,0.20284517448771747,,0.2012024814333029,,0.1998826572862132,0.19918509501494147,0.1984628973502806,,0.19694584816762745,,0.1953337921291722,,0.19401148125348852,,0.19220895602504184,0.19164769273481594,0.1906875582213653,,0.18906637412605332,,0.18770690093732653,,0.1862402725197074,,0.18466818406525193,0.1838430170500081,0.1829919479714811,,0.18121250524224353,,0.1800043766290731,,0.17834537156193536,,0.17690651241351393,0.17614358656889284,0.17535176663192328,,0.17400443766801288,,0.1725358641160605,,0.17094631832611548,,0.1692355749093636,0.16849141037200854,0.16771557390365407,,0.16575775833166628,,0.16429330374843004,,0.1626959172716421,,0.16096403064852846,0.16020002348041198,0.15940109706106687,,0.1580024253216497,,0.15615449349617,,0.1547691474203467,,0.15323325240349628,0.15240771421257426,0.15154304947681438,,0.1496937159647814,,0.1482967134083336,,0.14642425689728425,,0.14500214416938623,0.14406929157140566,0.1430906600444337,,0.14162968527490294,,0.13998500131440927,,0.13847442954259898,,0.13676843719948897,0.13600627487971803,0.13519340974835317,,0.1337542650726692,,0.13210479211233733,,0.13095198510226985,,0.1295911190945572,0.12863979228748668,0.12800583704446816,,0.12696143867372303,,,,,,,,,,
2015-06-29,0.20844826374062575,,0.2073980887859208,,0.20546297541444294,0.20484556469005363,0.20420071876487716,,0.20282998075610492,,0.20098392605651424,,0.19977177318613618,,0.19808773469517083,0.19720755932170256,0.1966568170056819,,0.1951165908686408,,0.19312201450596841,,0.19171288265577646,,0.19018963996187613,0.1893855148945866,0.1885531566601234,,0.18680389608383663,,0.1852712428913022,,0.183620102145672,,0.18217450155697637,0.18140534503967692,0.18060525821480636,,0.17891202803721826,,0.17709395685874035,,0.17546627250874863,,0.17370786092557888,0.1732513350067495,0.172445629035442,,0.17073180860587356,,0.16919260370517852,,0.1675114080471544,,0.1659983941372762,0.1651866300956927,0.1643374544280348,,0.16252480076184408,,0.16087122885083327,,0.1593754110732572,,0.15771819031806067,0.15682725646842385,0.15589364970925756,,0.15454261683654547,,0.15269397336163207,,0.15132209992278514,,0.14943624679887965,0.14875764025065644,0.14803313989848815,,0.14644153410625635,,0.14465015920380894,,0.1433632360288693,,0.14187787711426728,0.1410565838529128,0.14018024847157995,,0.13863842847036564,,0.13726451471648582,,0.13607352320807634,,0.13466407702947913,0.13408483490559583,,,,,,,,,,,,,
2015-06-30,0.20640757967181095,,0.20504970963222108,,0.20358770958523534,0.20262507493667217,0.20202392795260332,,0.20036035058999876,,0.19859862104412593,,0.19710730152597908,,0.19551023275333784,0.19503221815299265,0.19416625811927057,,0.19235728201039393,,0.19079475489646316,,0.18946696181750014,,0.18768191461395925,0.18691818575047184,0.18612563612295432,,0.1847881075188644,,0.1829990314474762,,0.18142313880913685,,0.17972680837584984,0.17931929040429082,0.1782324729864361,,0.17661223287210012,,0.17518419736934873,,0.17330807679471713,,0.17161845082453517,0.17088112880102235,0.1701095676878173,,0.16814912897566822,,0.16667623216000443,,0.1647467445358674,,0.16329661613076224,0.16220249755919577,0.16169674391756575,,0.1599435032616907,,0.15834736557150014,,0.15659038559250088,,0.15498515401638593,0.15411951321782127,0.15353137294536925,,0.15190667079681536,,0.15010378261881885,,0.14844407932849252,,0.14692972323153847,0.14593329790838275,0.14522493373751513,,0.14366351049490056,,0.14189935303785278,,0.14027699648782,,0.13880354575154807,0.13798642847391498,0.1371129638419304,,0.1359583157468565,,0.13459187413858495,,0.1329961604739196,,0.13157130355928304,,,,,,,,,,,,,,
2015-07-01,0.20217789458769891,,0.20069142063850318,,0.19910613551891768,0.19827715037518098,0.1974242725778874,,0.196035892916531,,0.19454213194989392,,0.19294517403037462,,0.1916170910424062,0.19091142035478192,0.19017835233063388,,0.18863093573151826,,0.18697641546147903,,0.18521597741991708,,0.18404222723396255,0.18306609916196412,0.18240571298845826,,0.18065745243153852,,0.1791321320213198,,0.17748870943747908,,0.1760552513350458,0.17545524741689725,0.17449801231515152,,0.17281704845688772,,0.17133183662593218,,0.16971721483821023,,0.1682883572037865,0.16736586902887693,0.16641031580861518,,0.16471195025304133,,0.1631874187400025,,0.1615205210437049,,0.16001958786642012,0.15905818650518072,0.15805927734387262,,0.15656859705387358,,0.15492240350716255,,0.15311633482540504,,0.15177256151210877,0.1507243829977504,0.14994798635373383,,0.1485836947425846,,0.14672596907869023,,0.14532878518119086,,0.14374937689518164,0.14288859342556007,0.14197870177646998,,0.1406783825169391,,0.13884275161928006,,0.13748593863279415,,0.135567913291995,0.13488083919447733,0.13414049757309904,,0.13249194480777096,,0.13136947701216642,,0.12963680718702766,,0.1284569053917394,,0.1270457519900946,,,,,,,,,,,,
2015-07-02,0.2049448284691729,,0.2033864718820485,,0.2021307538428687,0.20126474445833703,0.2003754770470223,,0.1989140609601851,,0.19734993027987277,,0.19568502422322767,,0.19428979752237246,0.19355145830863987,0.19278628498997682,,0.19117623970441083,,0.18946103372260326,,0.18799116980339417,,0.18640941732792699,0.1857485253607038,0.18471680884686378,,0.1832515216931145,,0.18166927388254556,,0.1803013782954994,,0.1788111563018526,0.1778571501186599,0.17719899407654285,,0.1757872373804888,,0.1742482931624693,,0.17258177875564057,,0.17078675628836726,0.16984060201329776,0.16886170065041875,,0.16680445415719367,,0.16492484831312562,,0.1629052228330154,,0.16105363269240933,0.16007251941310705,0.15936542931542705,,0.15752508188187872,,0.15584058333265535,,0.15430931750467036,,0.152614872634876,0.15186258288842638,0.15106819567058433,,0.14934997581923884,,0.14745294636269396,,0.14601805600511855,,0.1443998403949486,0.14351915010041788,0.1425889613834651,,0.14091207579604212,,0.13937255768998463,,0.13797550439601755,,0.13637055400287304,0.13566628368317596,0.13490838411659206,,0.1335981826155922,,0.13206718740084675,,0.13029639540997456,,0.12908112732073732,0.12890691081104455,0.12763219157677796,,,,,,,,,,,,
