Date,ESM6P 2080 Index,ESM6P 2085 Index,ESM6P 2090 Index,ESM6P 2095 Index,ESM6P 2100 Index,ESM6P 2105 Index,ESM6P 2110 Index,ESM6P 2115 Index,ESM6P 2120 Index,ESM6P 2125 Index,ESM6P 2130 Index,ESM6P 2135 Index,ESM6P 2140 Index,ESM6P 2145 Index,ESM6P 2150 Index,ESM6P 2155 Index,ESM6P 2160 Index,ESM6P 2165 Index,Open,High,Low,Close
8/26/2015,216,,222.5,,229,,235.5,,242.25,245.5,249,,256.25,,263.5,,270.75,,213,277.75,211.75,213
8/25/2015,264.5,,271.75,,279,,286.5,,294,298,301.75,,309.5,,317.5,,325.75,,261,268.5,204,261
8/24/2015,266.25,,273.5,,280.5,,288,,295.75,299.5,303.5,,311,,319,,327.25,,262.5,303.5,199.25,262.5
8/21/2015,193.5,,199.25,,205.25,,211.5,,217.5,220.75,224,,230.5,,237.25,,244,,167.5,192.75,167.5,190.75
8/20/2015,156,,161,,166.25,,171.5,,177,179.75,182.5,,188.5,,194.25,,200.5,,153.5,154.25,126.5,153.5
8/19/2015,129,,133.5,,137.75,,142.25,,147,149.5,152,,157,,162.25,,167.5,,127,130.75,116.5,127
8/18/2015,119.5,,123.5,,127.5,,131.75,,136,138.25,140.5,,145.25,,150,,155,,116.75,118.5,114.5,117.5
8/17/2015,116.25,,120.25,,124.25,,128.5,,132.75,135,137.25,,141.75,,146.5,,151.5,,114.5,126.75,114.75,114.5
8/14/2015,122,,126.25,,130.5,,134.75,,139,141.5,143.75,,148.5,,153.25,,158.5,,120,127.5,120.5,120
8/13/2015,126.75,,131,,135.5,,139.75,,144.5,146.75,149,,154,,159,,164.25,,124.75,128,119.5,124.75
8/12/2015,125.25,,129.5,,133.75,,138,,142.5,145,147.25,,152,,157,,162.25,,123.25,144,123.75,123.25
8/11/2015,127.25,,131.5,,135.75,,140.5,,145,147.5,149.75,,154.75,,159.75,,165,,125.25,129.75,118,125.25
8/10/2015,116.5,,120.5,,124.5,,128.5,,133,135.25,137.5,,142,,146.75,,151.75,,114.5,126.25,114.75,114.5
8/7/2015,129.5,,133.75,,138.25,,143,,147.75,150,152.5,,157.75,,162.75,,168.25,,127.25,133,124.25,127.25
8/6/2015,127.5,,131.75,,136,,140.5,,145.25,147.75,150,,155,,160,,165.25,,125.25,130.25,116.25,125.25
8/5/2015,120.5,,124.25,,128.5,,132.75,,137,139.5,141.75,,146.5,,151.25,,156.5,,118.5,118.75,112.75,118.5
8/4/2015,125.5,,129.75,,134.25,,138.5,,143.25,145.5,148,,152.75,,157.75,,163,,123.5,123.75,118.25,123.5
8/3/2015,122,,126,,130.25,,134.5,,139,141.25,143.75,,148.5,,153.5,,158.5,,120,126,116.75,120
7/31/2015,119.75,,124,,128,,132.5,,136.5,138.75,141,,145.75,,150.5,,155.5,,117.75,119.25,114,117.75
7/30/2015,117.25,,121.5,,125.75,,130,,134.25,136.5,138.5,,143.25,,148,,152.75,,115.25,123,116.25,115.25
7/29/2015,119,,123,,127,,131.25,,135.5,137.5,140,,144.5,,149.25,,154,,117,124.75,116.5,117
7/28/2015,126.5,,130.5,,134.75,,139,,143.5,146,148.25,,153,,158,,163,,124.25,138.25,124.5,124.25
7/27/2015,140,,144.25,,149,,153.5,,158.5,160.75,163.5,,168.5,,173.75,,179.5,,137.75,141.5,129,137.75
7/24/2015,131.5,,136,,140.25,,144.75,,149.5,152,154.5,,159.5,,164.5,,169.5,,130.5,130.5,130.25,129.5
7/23/2015,121.75,,125.75,,129.75,,134,,138.5,140.75,143,,147.75,,152.5,,157.5,,120,122.75,112.75,120
7/22/2015,117,,120.75,,124.75,,128.75,,133,135.25,137.25,,141.75,,146.5,,151.25,,115,118.25,114.75,115
7/21/2015,115,,119,,122.75,,126.5,,130.75,132.75,135,,139.25,,144,,148.5,,113.25,116,110,113.25
7/20/2015,112.5,,116.25,,120,,124,,127.75,130,132,,136.25,,140.75,,145.25,,109.5,111,109.25,110.75
7/17/2015,114,,117.75,,121.75,,125.75,,129.75,131.75,134,,138.25,,142.75,,147.5,,112.25,114.25,112.75,112.25
7/16/2015,115.75,,119.5,,123.25,,127.25,,131.25,133.25,135.5,,139.75,,144.5,,149,,114,115.5,114.25,114
7/15/2015,121.75,,125.75,,129.75,,134,,138.25,140.5,142.5,,147,,151.75,,156.5,,119.75,124.25,118.25,119.75
7/14/2015,122.5,,126.5,,130.5,,134.75,,139,141.25,143.5,,148,,152.75,,157.5,,124.5,124.75,119.75,120.5
7/13/2015,126,,130,,134.25,,138.5,,142.75,145,147.25,,152,,156.75,,161.75,,124,145.25,124.75,124
7/10/2015,141.5,,146,,150.5,,155.25,,160,162.5,165,,170,,175,,180.25,,139.5,150.25,138.25,139.5
7/9/2015,160,,164.75,,169.5,,174.5,,179.5,182.25,184.75,,190,,195.5,,201,,157.75,159.25,142.25,157.75
7/8/2015,159.5,,164,,169,,174,,179.25,181.75,184.5,,190,,195.5,,201,,157,159,145,157
7/7/2015,140.5,,145,,149.25,,153.75,,158.5,160.75,163.25,,168.25,,173.25,,178.5,,138.5,160.25,138,138.5
7/6/2015,146.5,,150.75,,155.25,,160,,164.5,167,169.5,,174.5,,179.75,,185.25,,144.25,161.25,142.25,144.25
7/2/2015,143.5,,147.75,,152.25,,157,,161.75,164,166.5,,171.5,,176.5,,181.75,,141.5,145.5,136.5,141.5
7/1/2015,141.75,,146.25,,150.5,,155.25,,160,162.25,164.75,,170,,175,,180.25,,140,146.25,140,139.75
6/30/2015,153,,157.75,,162.25,,167.25,,172.25,174.5,177.25,,182.5,,187.75,,193.25,,150.75,156.25,146.25,150.75
6/29/2015,157.25,,162,,166.5,,171.5,,176.25,179,181.5,,186.75,,192,,197.75,,155,157,139,155
6/26/2015,131.5,,135.5,,139.75,,144.25,,148.5,150.75,153,,157.5,,162.5,,167.25,,129.5,134.25,128.75,129.5
6/25/2015,132.75,,136.5,,140.5,,144.75,,149,151.25,153.5,,158.25,,163,,168,,130.75,131.5,124,130.75
6/24/2015,130.75,,134.75,,138.75,,143,,147.5,149.5,151.75,,156.25,,161,,166,,128.75,129,121.75,128.75
6/23/2015,123.25,,127,,130.75,,134.5,,138.5,140.75,143,,147,,151.5,,156,,121.5,123.75,122,121.5
6/22/2015,126.25,,130,,133.5,,137.5,,141.75,143.75,146,,150.25,,155,,159.5,,124.25,128.5,123.75,124.25
6/19/2015,0.05,,0.05,,0.05,,0.05,,0.05,0.05,0.05,,0.05,,0.05,,0.05,,0.05,0.05,0.05,0.05
