2016-01-04,42.8283933849254
2016-01-05,43.17723996823292
2016-01-06,42.27023885163338
2016-01-07,42.120733173073006
2016-01-08,40.84495138269125
2016-01-11,40.974522970776896
2016-01-12,41.313402508847055
2016-01-13,39.94791731132907
2016-01-14,40.03762071846529
2016-01-15,39.28012528042611
2016-01-19,38.96117983283067
2016-01-20,39.16052073757782
2016-01-21,39.539268456597405
2016-01-22,40.23696162321244
2016-01-25,39.449565049461185
2016-01-26,40.37650025653544
2016-01-27,39.80837867800607
2016-01-28,39.79841163276871
2016-01-29,40.9047536541154
2016-02-01,41.114061604099895
2016-02-02,40.29676389463658
2016-02-03,40.03762071846529
2016-02-04,40.03762071846529
2016-02-05,38.981113923305394
2016-02-08,38.522629842386934
2016-02-09,38.40302529953865
2016-02-10,38.383091209063934
2016-02-11,38.26348666621564
2016-02-12,39.1904218732899
2016-02-16,40.76521502079239
2016-02-17,41.61241386596778
2016-02-18,41.53267750406892
2016-02-19,41.213732056473475
2016-02-22,41.92139226832587
2016-02-23,42.01109567546208
2016-02-24,42.51941498256731
2016-02-25,43.107470651571404
2016-02-26,43.20714110394499
2016-02-29,43.17723996823292
