2016-01-04,17.024908647990255
2016-01-05,16.98588306942753
2016-01-06,16.185858708891598
2016-01-07,15.55169305724726
2016-01-08,15.844384896467721
2016-01-11,15.08338611449452
2016-01-12,14.888258221680882
2016-01-13,14.10774665042631
2016-01-14,14.722399512789282
2016-01-15,14.01993909866017
2016-01-19,13.141863580998786
2016-01-20,12.497941534713767
2016-01-21,13.21991473812424
2016-01-22,14.61507917174178
2016-01-25,14.29311814859927
2016-01-26,14.673617539585875
2016-01-27,14.624835566382464
2016-01-28,15.015091352009744
2016-01-29,15.188169792935446
2016-02-01,14.751668696711327
2016-02-02,14.517417661388553
2016-02-03,14.595566382460413
2016-02-04,14.644348355663825
2016-02-05,14.34190012180268
2016-02-08,13.132107186358102
2016-02-09,12.605261875761268
2016-02-10,12.595505481120586
2016-02-11,11.863775883069428
2016-02-12,12.497941534713767
2016-02-16,13.249183922046285
2016-02-17,13.844421559074302
2016-02-18,13.727247259439707
2016-02-19,13.317478684531062
2016-02-22,13.912618757612668
2016-02-23,13.278453105968332
2016-02-24,13.658952496954932
2016-02-25,13.502752618757613
2016-02-26,13.649196102314253
2016-02-29,13.834567600487214
